"Property Name",,"es","Node Path","Description"
"Value","Column '{0}' already exists in grid","Columna '{0}' ya existe en la red","Localization\Exceptions\SystemExceptions\GridColumnExists",
"Value","Cannot set EditMode property. GridControl has been created already","No se puede establecer la propiedad Modo Edición. GridControl se ha creado ya","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","parámetros combinación incompatibles. El PopupWindow tiene la ObjectSpace misma que la vista principal. Sin embargo, la propiedad de SaveOnAccept DialogController la ventana emergente se establece en true. Use un ObjectSpace nuevo para el invocado ventana emergente o establecer el DialogController. SaveOnAccept propiedad en false.","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","El pasado el archivo de configuración '{0}' no contiene la '<add key=""Modules""' nodo","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","recursividad infinita detectado: el '{0}' vista de detalle se creó {1} tiempos","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","No válido versión de la aplicación de '{0}'","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","tipo no válido valor se asigna a la '{0}' acción parametrizada. Ajuste el Int, String o un tipo DateTime en su lugar.","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","La {0} objeto {1} la propiedad tiene un valor incorrecto de {2}. Inicializar la propiedad con una correcta {3} enumeración de valor en el {4} clase de negocios ""método AfterConstruction.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","{0}' no es una descripción válida de prefijo de espacio de nombres","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","Es imposible encontrar path = '{0}'Para el nodo '{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","Es imposible encontrar SourceNode = '{0}\\ \\{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Incorrecto cuenta: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor debe implementar la interfaz IDXPopupMenuHolder","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","La '{0}' método debe ser utilizado","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Módulos ya se han cargado","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Los nombres y las colecciones de los valores debe tener la misma longitud","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","La '{0}' nodo contiene dos nodos secundarios con el '{1}' valor en el atributo clave. \r\n El nodo 1: '{2}'\r\n El nodo 2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","La '{0}' nodo no se encontró","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","La '{0}' parámetro de sólo lectura no está registrado en el ParametersFactory.","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","El objeto no se puede formatear porque la cadena de formato especificado no es válido: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Página sólo puede contener una instancia de '{0}' de control","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","El criterio contiene la '{0}' parámetro de sólo lectura que entra en conflicto con la '{0}' propiedad de la '{1}' clase. Para hacer referencia al parámetro de sólo lectura, utilice el '@@{0}' sintaxis. Para hacer referencia a la propiedad, el uso de la '@this.{0}' sintaxis.","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","El objeto que se ha pasado pertenece a otro ObjectSpace. Este error se puede producir al manipular los objetos a través de un ObjectSpace que estos objetos no pertenecen. Por ejemplo, puede recibir este error cuando se utiliza el método XafApplication.CreateDetailView en caso de que pasado un objeto que se obtuvo de una ObjectSpace diferente a la ObjectSpace utiliza como parámetro de este método. Para corregir este error, debe asegurarse de que todos los objetos que manipula pertenecen a una ObjectSpace.\r\nEn la mayoría de los casos, para evitar este error es suficiente para llamar a la ObjectSpace.GetObject / GetObjectByKey métodos para obtener un objeto que se pasa en el ObjectSpace objetivo.\r\nSi esto no ayuda, por favor contacte con nuestro equipo de apoyo en http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Permiso denegado","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","Proceso fue abortado","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","No se puede actualizar el CriteriaWrapper porque el criterio utiliza parámetros dinámicos, pero el objeto actual no se especifica. Para actualizar el CriteriaWrapper, llame a la UpdateParametersValues (Objeto currentObject) y pase el objeto actual como parámetro.","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Recursos elemento con nombre '{0}' no se encuentra","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","compensación RuleSet se niega","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Fuente expresión atributo debe empezar con '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Ruta de origen atributo debe consistir en una o varias nombre de nodo y en nombre del atributo pasado, que están delimitadas por el '\\' símbolo: '{0}'","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","expresión SourceNode debe comenzar con '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","No se puede encontrar TypeInfo para el tipo '{0}'. Usted debe poner la plantilla en un módulo de francos CFA, o registrar manualmente usando el XafTypesInfo.Instance.FindTypeInfo (typeof ({0})) Método.","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","El aspecto '{0}' no está presente en la colección de aspectos","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","La '{0}' asamblea no se refiere montaje {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","La '{0}' clase no se encuentra en el BOModel","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","El atributo ClassName del nodo de vista hace referencia está vacío:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","El atributo ClassName del nodo de vista se hace referencia se refiere a un tipo diferente. \r\nAcceso directo de tipo de objeto: {0}\r\nVer nodo tipo de objeto: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
"Value","The CreateApplicationModulesManager method returns null","El método devuelve CreateApplicationModulesManager nula","Localization\Exceptions\SystemExceptions\TheCreateApplicationModulesManagerReturnsNull",
"Value","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","La expresión debe consistir en la expresión de búsqueda y el nombre del atributo de origen que están delimitados por ';' símbolo: '{0}'","Localization\Exceptions\SystemExceptions\TheExpressionShouldConsistOf",
"Value","The 'expressionString' string contains {0} expressions","La 'expressionString' cadena contiene {0} expresiones","Localization\Exceptions\SystemExceptions\TheExpressionStringContainsANumberOfExpressions",
"Value","The passed '{0}' file is not a *.dll or *.config file","El pasado '{0}' archivo no es un *. dll o *. archivo de configuración","Localization\Exceptions\SystemExceptions\ThePassedFileIsNotADllOrConfig",
"Value","There is already a creator registered for the format '{0}'","Ya existe un creador registrados para el formato '{0}'","Localization\Exceptions\SystemExceptions\ThereIsAlreadyRegisteredCreatorForFormat",
"Value",,"El SourceNode = '{0}\\ \\{1}""Puede dirigirse a varias '{1}' nodos (más de uno)","Localization\Exceptions\SystemExceptions\TheSourceNodeCannotAddressToSeveralNodes",
