"Property Name",,"ja","Node Path","Description"
"Value","The following error occurred:","次のエラーが発生しました:","Localization\Exceptions\SystemExceptions\ExceptionDialogLabel",
"Value","Column '{0}' does not exist in grid","列 '{0}' はグリッドに存在しません。","Localization\Exceptions\SystemExceptions\GridColumnDoesNotExist",
"Value","Column '{0}' already exists in grid","列 '{0}' はグリッドに既に存在します。","Localization\Exceptions\SystemExceptions\GridColumnExists",
"Value","Cannot set EditMode property. GridControl has been created already","EditMode プロパティを設定できません。GridControl が既に作成されています。","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","互換性のないパラメーターの組み合わせ – ポップアップ ウィンドウはメイン ビューと同じ ObjectSpace を持っていますが、ポップアップ ウィンドウの DialogController のSaveOnAccept プロパティが True に設定されています。起動されたポップアップ ウィンドウには新しい ObjectSpace を使用するか、DialogController. SaveOnAccept プロパティを False に設定してください。","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","受け渡された Config ファイル '{0}' は '<add key=""Modules""' ノードを含みません。","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","無限再帰が検出されました: '{0}' 詳細ビューは {1} 回作成されました。","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","{0}' で無効なアプリケーション バージョンです。","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","{0}' パラメーター化された操作に割り当てられた値タイプは正しくありません。代わりに Int、String または DateTime タイプを設定してください。","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","{0} オブジェクトの {1} プロパティの {2} 値は正しくありません。{4} ビジネス クラスの AfterConstruction メソッド内で正しい {3} 列挙値でプロパティを初期化してください。","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","{0}' は正しい名前空間プレフィックス記述ではありません。","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","ノード '{1}' のパス='{0}' が見つかりません。","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","SourceNode='{0}\\{1}' が見つかりません。","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","無効な数: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor は IDXPopupMenuHolder インターフェースを実装しなければなりません。","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","{0}' メソッドを使用する必要があります。","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","モジュールは既に読み込まれています。","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","名前と値のコレクションの長さは同等でなければなりません。","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","{0}' ノードはキー属性に '{1}' 値を持つ2つのノードが含まれています。\r\n  Node1: '{2}'\r\n  Node2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","{0}' ノードが見つかりませんでした。","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","{0}' 読み取り専用パラメーターは ParametersFactory に登録されていません。","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","指定された書式設定の文字列が無効なため、オブジェクトを書式設定できません: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","ページには '{0}' コントロールの1インスタンスのみを含むことができます。","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","この基準は '{1}' クラスの '{0}' プロパティとコンフリクトしている '{0}' 読み取り専用パラメーターを含みます。この読み取り専用パラメーターを参照するには '@@{0}' 構文を使用してください。このプロパティを参照するには '@this.{0}' 構文を使用してください。","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","受け渡されたオブジェクトは別のObjectSpace に帰属しています。これらのオブジェクトが帰属していない ObjectSpace でオブジェクトを操作するとこのエラーが発生する場合があります。
例えば、XafApplication.CreateDetailView メソッドを使用している際に、このメソッドでパラメーターとして使用されている ObjectSpace とは別の ObjectSpace からのオブジェクトを受け渡すとエラーが発生することがあります。
このエラーを修正するには、操作する全オブジェクトが1つの ObjectSpace に属していることを確認してください。\r\n通常のケースでは、ObjectSpace.GetObject/GetObjectByKey メソッドを呼び出しターゲット ObjectSpace に受け渡されたオブジェクトを取得すると、このエラーを回避することができます。\r\nこのエラーが解決されない場合、DevExpress サポート チームへご連絡ください：http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","アクセス許可は拒否されました。","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","処理が中断されました。","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","基準はダイナミック パラメーターを使用していますが、現在のオブジェクトが指定されていないため CriteriaWrapper を更新できません。CriteriaWrapper を更新するにはUpdateParametersValues（オブジェクト currentObject）を呼び出し現在のオブジェクトをパラメーターとして受け渡します。","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","名前 '{0}' を持つリソース アイテムが見つかりません。","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","RuleSet のクリアができません。","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","ソース属性の式は '{0}' で始まる必要があります: '{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
